$1
1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1
1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1
1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0
1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0
1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0
$5
1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1
1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1
1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1
1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1
1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1
0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1
0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0
1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0
1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1
1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1
0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0
0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0
1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1
1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0
1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1
1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1
0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1
$6
0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0
1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0
1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0
1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1
1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0
0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	0
1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1
1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1
0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1
0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0
1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1
0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1
0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	0	1
1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1
0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0
1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1
0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0
1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1
$7
1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1
1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0	1
0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0
1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1
0	0	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1
1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0
1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0
1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1
0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1
1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1
1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1
0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1
1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1
0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1
1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1
0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0
1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0
1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0
$8
1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1
0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0
1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1
1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0
0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0
0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0
1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1
1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1
1	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1
0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1
1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0
0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1
1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1
0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1
0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1
0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0
0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1
1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1
$9
1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1
0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1
0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0
0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1
1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1
0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0
1	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1
0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0
1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1
1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	1
1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1
0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0
0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1
0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1
1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1
1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0
1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1
1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0
$10
1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1
1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1
0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1
1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1
1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1
0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0
1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1
1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1
1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0
0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	1
0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1
1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1
1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1
1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1
0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1
1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1
1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1
$11
1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0
1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1
1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0
1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0
0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0
1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1
1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0
1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1
1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1
1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0
1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1
1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0
0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1
1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1
0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1
1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0
1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0
0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0
0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1
1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1
$12
0	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0
0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0
0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1
1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1
1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1
1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1
1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0
1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0
1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1
1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1
1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1
1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0
0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1
0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0
0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1
1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1
1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1
1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0
1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0
$13
1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1
1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1
0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0
1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1
1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1
1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0
1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1
1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1
1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0
0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1
1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1
0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1
1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0
1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1
0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1
0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0
1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1
0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1
$14
1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0
1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1
1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0
1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1
0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1
1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1
0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0
0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1
1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0
1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0
0	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0
0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1
1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0
1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1
1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0
0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0
1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1
1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0
$15
1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0
1	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1
1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0
1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1
1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0
0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1
0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1
0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0
0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1
1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0
1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1
1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1
1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	1
1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1
1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0
1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1
1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1
1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0
1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1
0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1
$16
0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1
1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1
0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0
1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1
0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1
1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0
0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0
1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1
1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1
1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1
1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0
0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1
1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0
1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1
1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1
1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0
1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1
1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0
1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1
$17
1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0
1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0
1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1
0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1
0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1
0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0
1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0
1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0
0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1
1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1
1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0
1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1
0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1
1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0
1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1
1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1
1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0
1	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1
1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1
1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
$18
1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0
0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1
1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1
1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1
1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1
1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0
1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1
