$1
1	1	1	1	1	1	1	1	1	0	1	1	1
1	1	1	1	0	1	0	1	1	1	1	1	0
1	0	0	1	1	1	1	1	0	0	1	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1
0	1	1	1	1	1	1	1	1	0	1	0	1
0	1	1	1	1	1	1	1	0	1	1	0	0
0	1	0	1	0	1	1	0	0	0	1	0	1
1	1	0	0	1	0	0	1	1	1	1	1	0
0	1	0	1	1	1	1	1	1	0	1	1	1
1	0	1	1	1	1	1	1	1	1	0	0	0
0	1	1	0	0	1	1	0	1	1	0	0	1
$6
1	1	0	1	0	0	1	1	1	1	1	1	0
1	0	1	1	1	1	1	1	1	1	1	0	1
1	1	1	0	1	1	0	1	1	0	1	0	0
1	0	0	1	1	1	1	1	1	1	1	0	0
1	0	1	1	1	1	1	1	0	0	1	1	1
0	1	0	1	0	0	1	0	0	1	1	1	1
1	1	1	0	1	1	0	1	1	1	1	1	0
1	0	1	1	0	1	1	1	1	0	0	1	1
0	1	1	0	1	0	1	1	1	1	1	1	1
0	0	1	0	1	1	0	1	0	1	0	0	1
1	1	1	1	0	1	1	0	0	0	1	0	1
1	1	0	1	1	1	1	1	0	1	0	1	0
1	0	0	0	0	1	1	1	1	1	1	1	0
$7
1	1	1	1	1	0	1	1	1	1	1	1	1
1	0	1	1	1	1	0	1	1	1	1	0	1
1	1	1	1	0	1	1	1	1	0	1	0	0
0	1	1	1	1	1	1	1	1	1	1	0	0
0	0	1	1	0	1	0	1	0	1	0	1	1
0	1	1	1	0	0	1	1	1	0	1	1	1
1	0	1	0	0	1	0	1	1	1	1	1	0
0	1	0	1	1	0	1	1	1	1	1	1	1
1	1	0	1	0	0	0	1	1	0	0	0	0
0	0	1	0	1	1	1	1	1	1	0	0	1
1	1	0	1	1	1	0	1	1	0	0	1	1
1	1	1	1	1	0	1	0	1	1	1	0	1
1	1	1	0	0	1	1	0	1	1	0	0	0
$8
1	1	1	0	1	1	1	1	1	1	1	0	1
1	0	1	1	1	1	1	1	1	1	0	1	1
1	0	1	0	0	0	1	1	0	1	1	1	1
0	1	1	1	1	1	1	0	1	1	1	0	1
0	1	1	1	1	1	1	1	1	1	1	0	1
1	1	0	1	1	0	1	1	0	1	1	1	1
1	0	0	0	1	1	0	1	1	0	1	1	1
0	0	0	1	0	1	1	1	1	0	1	1	0
0	0	1	1	1	0	0	0	0	1	1	1	0
1	0	1	1	1	1	1	1	1	1	0	1	1
0	0	1	1	1	1	0	0	1	1	1	1	0
0	1	1	0	0	0	0	1	1	0	0	0	1
1	0	0	1	0	1	0	1	1	1	1	0	0
$9
1	1	1	1	0	1	1	0	1	1	0	0	0
0	1	1	1	1	1	1	0	1	0	0	0	1
1	0	0	1	1	1	1	0	1	1	1	0	1
1	1	1	1	0	1	1	1	1	0	1	1	1
0	0	1	1	0	0	0	0	1	1	0	1	0
1	1	1	1	1	1	1	1	0	0	1	0	1
1	0	1	1	1	1	0	1	1	0	1	1	0
1	1	1	0	1	1	1	1	1	0	1	0	1
1	1	1	0	1	1	1	1	0	1	1	1	1
0	1	1	0	1	1	1	1	0	1	0	1	0
0	0	0	1	1	1	1	1	1	1	0	1	0
1	1	1	1	0	1	1	1	0	1	0	1	1
1	0	0	1	1	1	0	0	0	0	0	0	1
$10
1	1	1	0	0	1	1	1	0	1	0	1	1
1	1	0	1	1	0	0	0	1	1	1	1	1
0	1	1	0	1	1	1	1	1	0	1	1	1
1	1	0	1	1	1	0	0	0	0	1	1	1
1	1	1	1	0	1	0	0	0	0	1	0	0
1	0	1	1	0	1	0	0	0	1	0	1	1
1	1	1	0	0	0	1	1	1	1	1	1	1
1	1	1	1	0	1	0	0	1	0	1	0	1
1	0	1	1	1	0	0	1	0	0	0	1	1
0	1	1	0	1	1	1	1	1	1	1	0	1
0	1	1	0	0	1	0	0	0	1	1	0	1
1	1	1	0	1	1	1	1	1	0	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	0
$11
0	1	0	0	0	1	1	1	1	0	1	1	1
0	1	1	0	1	1	1	1	1	0	0	1	0
1	1	0	1	1	1	0	1	1	1	0	1	1
0	1	1	1	1	0	1	1	0	0	1	0	0
1	1	1	0	1	0	1	1	1	1	1	0	1
1	1	0	1	1	0	1	0	1	0	1	1	1
1	1	1	1	1	1	1	1	1	1	0	0	0
0	1	0	1	1	1	1	1	1	0	0	0	0
1	1	1	0	0	1	0	0	0	1	0	1	0
1	0	1	1	0	1	1	0	1	0	0	1	1
1	0	0	1	1	1	1	1	1	1	1	0	1
1	0	1	0	1	1	1	1	0	0	1	1	1
1	1	1	0	1	1	1	1	0	1	1	0	0
$12
0	0	1	0	1	0	1	0	0	1	1	1	0
0	0	0	0	0	0	0	1	1	0	1	1	1
0	1	1	1	1	0	0	1	0	1	0	0	1
1	1	1	1	1	1	0	1	0	0	1	1	1
1	1	1	1	1	1	0	0	0	0	1	1	0
0	1	0	1	1	0	1	1	0	0	1	0	1
1	1	1	1	1	1	1	1	1	0	1	0	1
1	1	1	1	1	0	0	1	1	1	1	1	0
0	1	1	1	0	1	0	1	1	1	0	0	0
1	1	1	0	0	1	0	0	0	1	0	1	1
1	0	0	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	1	1	1
0	1	1	1	0	0	1	1	1	1	1	1	1
$13
1	0	0	1	1	0	0	1	0	1	1	1	0
0	1	1	1	1	1	1	1	0	0	1	1	0
1	1	1	1	1	1	0	1	1	0	1	1	1
0	1	1	0	1	1	0	1	1	1	1	1	0
1	1	0	1	0	1	1	0	1	1	1	1	1
1	0	0	0	1	1	1	1	1	1	0	1	0
0	1	0	1	0	0	1	1	1	1	0	0	0
0	1	1	1	1	1	1	1	1	1	0	1	0
1	1	1	1	0	1	1	0	1	0	1	0	1
0	0	1	0	1	0	1	1	1	0	1	1	0
1	1	1	0	0	1	1	1	0	1	1	0	0
1	1	1	0	0	1	1	0	1	0	1	1	1
1	0	0	1	1	0	1	0	1	1	1	0	0
$14
1	0	1	1	0	0	0	1	0	1	1	1	0
0	1	1	1	0	1	1	0	1	0	0	1	1
1	0	1	1	0	1	1	0	1	1	1	1	1
1	1	1	1	0	1	1	1	0	1	1	1	1
1	0	1	1	1	0	1	0	0	0	1	1	0
1	0	0	0	0	1	1	1	1	0	1	0	1
1	1	1	0	0	0	1	0	1	0	1	1	0
1	0	0	1	0	1	0	1	0	1	1	1	1
1	0	0	1	0	0	1	0	0	0	1	0	1
1	1	1	1	1	1	1	1	1	1	0	1	1
0	1	1	0	0	1	1	1	0	1	0	1	1
1	0	0	1	1	1	1	1	0	1	0	1	1
1	1	0	1	1	1	1	1	0	1	1	1	0
$15
1	1	0	0	1	0	1	1	1	1	1	1	1
0	0	0	1	1	0	1	1	0	0	1	1	0
0	0	1	1	1	0	1	1	1	1	1	1	1
1	1	0	1	1	0	1	1	1	1	1	1	1
1	1	1	1	0	0	1	1	1	0	0	0	1
0	1	1	1	1	0	1	0	0	0	1	1	1
1	1	0	1	0	0	0	0	0	1	0	1	0
1	1	0	1	1	1	1	1	1	1	1	0	0
1	1	1	0	1	0	0	0	1	1	0	1	1
1	1	0	1	1	0	1	1	1	0	1	0	0
0	1	0	0	1	0	1	1	1	0	1	1	0
1	1	0	0	0	0	1	1	0	0	1	1	1
1	1	1	1	0	1	1	1	0	0	1	1	1
$16
1	0	1	1	1	0	1	1	0	0	0	1	1
1	1	1	1	1	1	1	0	1	0	1	1	1
1	1	1	1	1	1	1	1	1	1	0	0	1
0	0	0	0	0	1	1	0	0	0	0	1	0
1	1	1	1	0	0	0	0	1	1	1	1	0
1	1	0	0	1	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1
1	1	0	0	1	1	1	1	0	0	0	1	0
0	0	1	0	0	1	1	0	1	0	1	1	1
0	0	1	0	0	0	1	0	0	1	1	0	1
1	1	1	0	1	0	0	1	0	1	0	1	1
0	1	1	0	1	1	1	0	1	0	1	1	1
1	1	1	0	1	1	0	1	1	0	0	1	1
$17
0	1	1	1	1	1	1	0	0	0	1	1	1
1	0	1	0	1	1	0	0	1	0	0	1	1
1	1	1	0	0	1	0	0	1	0	1	1	1
1	0	0	0	1	1	1	0	0	1	0	1	1
0	0	1	1	1	0	1	1	1	1	1	0	1
1	1	1	0	0	1	1	1	1	1	1	0	1
0	1	1	1	0	1	1	0	0	0	0	1	0
1	1	1	1	1	1	0	0	1	1	1	0	0
1	0	1	0	0	1	1	1	0	0	1	1	1
1	0	1	0	1	0	0	0	1	1	1	1	1
0	1	1	1	1	1	1	0	1	0	1	1	1
0	1	1	1	0	0	1	0	1	1	0	0	0
1	1	0	1	1	1	0	1	1	1	1	1	0
$18
1	1	0	1	1	1	1	0	0	1	1	1	0
1	0	1	1	1	1	1	0	0	1	1	1	0
1	1	0	0	1	0	1	1	1	1	1	0	1
1	1	1	0	0	1	0	0	0	1	1	0	1
1	0	1	0	0	0	0	1	0	0	1	0	1
1	0	1	1	1	1	1	1	1	0	1	1	1
1	1	0	1	1	1	0	0	1	1	1	1	1
0	1	1	1	1	0	1	1	0	0	1	0	0
1	1	0	1	1	0	1	1	1	1	0	1	1
1	1	0	0	0	1	0	0	1	1	0	0	0
1	1	0	1	1	1	1	1	1	0	0	1	1
1	0	1	0	0	0	1	1	1	0	1	1	0
1	0	1	0	0	1	0	0	1	0	1	1	1
$19
1	0	0	1	0	1	0	1	1	1	0	0	1
1	0	0	0	0	1	0	1	1	1	1	1	0
0	0	1	0	1	0	1	1	0	1	1	1	1
1	0	0	1	0	1	1	1	1	1	0	0	1
0	0	1	0	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	0	0	0	0	1	1
0	0	1	1	1	1	1	1	1	1	1	1	1
1	0	1	1	1	0	0	1	1	1	1	0	0
0	0	1	1	0	1	1	1	1	1	1	1	1
0	1	1	1	1	0	0	1	1	1	0	1	0
1	1	1	1	0	0	0	0	0	0	1	1	0
1	1	0	1	0	0	1	1	0	0	1	0	1
1	0	0	1	0	1	1	0	1	0	1	1	0
$20
1	1	0	1	1	0	0	1	1	1	1	1	1
1	0	0	0	1	0	1	1	1	1	1	1	1
0	1	1	0	0	0	0	0	1	0	1	1	1
0	1	1	0	1	0	1	0	1	1	1	0	1
0	1	0	1	0	0	0	0	1	1	0	0	1
1	0	1	1	1	0	0	1	0	1	1	1	0
1	1	1	1	1	1	0	0	0	1	1	1	1
1	1	1	1	1	1	0	0	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	1	0
0	1	0	1	1	1	1	0	0	0	1	0	0
1	0	1	0	0	0	0	0	1	1	1	1	0
1	1	0	0	1	1	1	1	1	1	0	1	1
0	1	1	0	0	0	1	1	1	0	1	0	0
$21
0	1	1	1	1	1	1	1	0	1	0	1	0
1	0	1	1	1	1	1	1	1	1	0	0	1
1	0	1	1	1	0	1	1	1	0	1	1	0
0	0	0	1	0	0	1	0	0	0	0	1	0
1	0	1	1	0	1	1	0	1	1	0	1	1
0	1	1	1	1	0	1	1	1	1	1	1	0
1	1	1	1	1	1	1	1	1	0	1	0	1
1	1	1	1	0	1	0	1	1	1	1	0	0
1	0	1	1	0	0	0	1	1	0	1	0	1
1	0	1	1	0	0	0	1	1	0	0	0	0
0	1	1	1	0	0	0	0	1	1	0	1	1
0	0	0	0	1	0	1	1	1	1	1	1	1
0	1	0	0	1	0	1	1	0	1	1	0	1
$22
1	1	1	0	1	0	1	0	1	1	1	0	1
1	1	1	0	1	1	1	1	1	0	1	0	1
0	1	1	0	0	1	1	1	1	1	1	0	0
1	1	1	1	0	0	0	0	1	0	1	1	1
1	1	1	1	1	0	1	0	1	0	1	0	0
1	0	0	1	1	0	1	0	1	1	1	0	1
1	1	1	0	1	0	1	0	1	0	1	1	1
0	1	1	1	1	0	0	0	0	1	1	0	1
0	1	1	1	1	0	1	1	0	1	1	0	1
1	1	1	1	1	0	1	1	1	0	1	0	1
0	1	0	0	1	0	0	0	1	0	1	1	1
1	0	0	1	1	1	1	0	0	1	0	0	0
0	1	1	0	1	0	0	0	0	0	0	1	1
$23
1	1	0	0	0	0	0	1	1	0	0	1	1
1	0	1	1	0	1	1	1	1	0	0	0	0
1	1	1	1	0	1	1	1	1	1	1	0	0
0	0	0	0	1	0	0	1	1	0	1	1	0
1	0	1	1	1	1	0	1	1	0	1	0	0
1	1	1	1	1	1	1	1	1	1	1	1	0
1	1	0	1	0	0	1	0	0	0	1	1	0
1	1	1	1	1	0	0	1	0	0	1	1	0
1	0	1	1	1	0	0	1	0	0	1	1	1
1	1	1	1	1	0	1	1	0	0	1	1	1
0	0	1	0	1	0	1	1	0	1	0	1	1
0	0	1	1	1	0	1	1	1	0	1	1	0
0	0	1	0	1	1	0	1	1	0	1	1	1
$24
0	0	0	1	1	0	1	1	0	1	1	0	0
1	1	1	1	0	0	0	0	0	1	1	1	0
1	1	1	1	1	0	0	0	1	1	1	1	0
1	1	1	0	1	1	1	1	1	0	0	1	0
1	1	1	1	0	1	1	1	0	1	0	1	0
0	1	0	1	1	1	1	1	0	1	0	0	0
1	1	0	0	0	1	0	1	1	0	0	0	1
0	1	1	1	1	1	0	1	1	0	1	1	1
0	0	0	1	1	1	1	1	0	0	1	1	0
1	0	1	0	0	1	0	0	1	0	1	0	1
1	0	1	1	1	1	1	1	1	1	0	1	1
1	0	1	1	1	1	1	1	0	0	1	0	1
0	1	0	1	0	1	0	1	1	0	0	0	1
$25
0	1	1	0	1	1	0	0	0	1	0	0	1
1	1	0	0	1	1	1	0	0	1	1	0	1
0	1	0	1	1	1	1	1	1	0	1	0	0
0	0	0	1	1	0	1	1	0	0	1	0	1
1	1	1	0	1	1	1	0	1	1	0	1	1
0	1	0	0	1	1	1	1	0	1	1	1	1
1	1	1	1	0	1	1	0	0	1	0	0	0
1	1	0	0	0	1	1	0	1	1	1	0	1
0	1	1	1	0	0	0	1	1	1	0	1	0
1	1	1	0	1	1	0	1	1	0	1	1	1
0	1	1	1	0	1	1	0	0	1	0	0	1
1	1	1	1	0	0	1	1	0	1	1	1	0
1	0	1	0	0	0	1	0	1	1	0	1	0
$26
1	1	0	1	1	0	1	1	0	1	1	0	1
1	1	1	0	0	1	1	0	0	0	0	0	1
1	0	0	1	0	0	0	0	1	1	0	1	1
1	0	0	1	1	1	0	0	0	1	0	0	1
0	1	1	1	1	1	1	0	1	0	0	1	1
1	1	0	0	1	1	0	0	1	1	0	1	0
0	1	1	0	1	1	0	0	0	0	1	1	1
1	1	0	1	1	0	1	1	0	1	0	0	1
1	0	1	1	1	1	1	1	1	1	1	1	1
1	1	0	1	0	1	0	0	0	1	1	0	1
0	0	1	1	1	1	0	1	1	0	0	1	1
1	1	0	0	0	0	0	0	0	1	1	1	1
1	0	0	1	1	1	0	1	1	1	1	1	1
$27
0	1	0	0	1	0	1	1	1	0	1	0	1
1	1	0	0	1	0	1	1	1	1	1	1	1
0	1	0	0	0	1	1	1	1	1	1	1	1
1	0	0	0	1	1	1	0	0	0	1	0	1
1	0	1	0	1	1	0	0	1	1	1	0	1
0	0	0	1	0	1	0	0	1	1	1	0	1
1	0	0	1	1	0	0	0	1	0	1	1	1
0	1	1	1	1	1	0	0	0	1	0	0	1
1	0	0	1	0	0	1	1	1	0	1	0	0
0	1	0	1	1	1	1	1	1	0	0	1	0
0	1	1	1	0	0	1	1	1	1	1	0	1
1	0	1	1	0	0	1	1	0	1	1	1	1
0	1	1	0	0	1	1	0	1	0	1	1	1
$28
1	1	1	1	1	1	0	1	0	0	1	0	0
1	1	1	0	1	1	1	0	0	0	1	1	0
1	1	1	1	0	1	1	1	1	1	0	1	0
1	1	1	0	0	1	1	0	1	1	0	1	1
0	1	1	0	1	1	0	1	0	0	1	0	0
1	1	1	1	0	1	0	1	1	1	1	0	0
1	1	0	0	1	1	0	1	1	1	0	0	0
0	0	1	1	1	0	0	0	0	0	0	0	1
0	1	1	1	0	1	0	0	1	0	1	1	1
0	1	0	0	1	0	0	1	1	1	1	1	1
1	1	0	0	1	0	1	0	1	1	0	1	1
1	1	0	1	1	0	1	1	0	1	1	1	0
0	1	1	1	0	1	0	0	0	0	0	1	0
$29
1	1	0	0	1	1	1	0	1	1	1	1	1
0	1	1	1	1	0	1	0	1	1	0	1	1
1	0	1	1	0	1	1	0	0	0	1	0	1
0	0	1	1	0	0	0	1	1	1	0	0	0
1	0	1	0	1	0	0	0	1	1	1	0	1
1	0	1	0	0	1	1	0	0	0	0	0	1
0	1	1	0	0	0	0	1	1	1	0	1	0
0	1	0	0	0	1	1	1	1	1	0	0	0
1	0	1	0	1	0	1	0	1	1	1	0	1
1	1	1	0	1	1	1	1	1	1	1	1	0
1	0	1	1	1	0	0	0	1	1	1	1	0
1	1	1	1	1	1	1	0	0	0	1	0	0
1	0	1	1	1	1	0	1	0	1	1	1	0
$30
1	0	1	1	0	1	0	0	1	1	1	0	1
0	1	1	0	0	1	1	0	1	0	0	0	1
1	1	1	0	0	0	1	1	1	1	0	0	0
0	1	1	1	1	1	1	1	1	1	0	0	0
0	1	0	0	0	0	1	1	1	1	0	1	1
0	0	0	0	1	1	0	1	1	1	1	0	1
1	1	1	0	1	1	0	1	1	0	1	1	1
1	0	1	1	0	1	0	0	1	1	0	0	0
1	1	0	0	1	1	1	0	1	0	1	1	1
0	0	1	1	1	1	1	0	1	1	1	0	1
0	1	1	1	0	1	0	1	1	0	0	1	0
0	1	0	0	1	0	1	1	0	1	1	0	1
1	1	1	1	0	0	1	0	0	0	0	1	0
$31
0	1	0	1	1	1	0	1	1	0	0	0	1
1	0	0	0	1	1	1	0	0	1	1	1	1
0	0	1	0	1	1	0	1	0	1	1	0	0
0	0	1	1	1	0	0	1	1	0	0	0	0
1	1	1	0	0	1	1	0	0	1	1	1	0
0	1	1	0	0	1	1	0	1	1	0	0	1
1	1	1	0	0	1	1	1	0	0	0	1	1
0	1	0	1	1	1	1	1	0	1	1	0	1
1	1	1	0	1	0	1	1	1	1	1	1	0
0	1	1	0	1	1	0	1	1	0	0	0	0
1	1	0	1	1	0	0	1	1	1	0	1	1
0	1	0	1	1	1	1	0	1	1	1	0	0
1	0	0	0	0	1	1	0	0	1	0	1	1
$32
1	0	0	1	0	1	0	0	0	1	0	0	1
0	1	1	1	1	0	0	1	1	0	1	1	0
1	0	1	1	1	0	1	1	1	0	0	1	0
0	1	1	0	1	1	1	1	1	0	1	0	1
0	1	0	1	1	1	1	0	0	1	1	1	1
1	1	0	1	0	0	0	1	1	0	1	0	0
1	0	0	1	1	0	0	1	1	1	1	0	0
0	1	1	0	0	0	0	1	1	1	1	1	1
0	0	1	0	1	1	1	1	0	0	1	1	0
1	1	1	1	0	1	0	0	1	0	0	1	0
0	1	1	1	1	0	1	1	1	1	1	1	0
1	1	0	1	0	0	0	1	1	1	0	0	0
0	0	0	0	0	1	1	1	0	1	1	1	1
$33
1	1	0	1	0	1	0	1	0	0	0	1	0
1	0	0	0	0	1	1	0	1	0	0	0	1
0	0	1	0	1	1	1	1	1	0	0	0	1
1	1	1	0	0	0	0	1	0	1	0	1	1
1	0	1	1	1	1	1	1	1	1	1	0	1
0	1	0	0	1	0	1	0	0	1	0	1	1
1	1	0	0	1	1	0	0	1	0	1	1	1
0	1	1	0	1	0	1	0	0	0	0	1	1
1	1	0	0	0	1	0	1	0	1	1	0	1
1	0	1	1	1	1	0	0	0	1	0	1	1
1	0	1	1	1	0	1	0	0	0	0	1	1
1	0	1	1	1	1	1	1	0	1	1	0	0
1	1	1	0	1	1	0	0	1	0	1	1	1
$34
0	0	0	0	1	0	1	0	1	0	0	1	1
1	0	0	1	1	1	1	1	1	0	1	1	0
1	1	1	1	1	0	0	0	0	1	1	0	1
1	0	1	1	0	1	0	1	0	1	0	0	1
1	0	1	1	0	1	0	1	0	1	0	0	0
1	0	0	1	1	0	0	1	0	1	1	0	0
1	1	1	0	0	1	1	0	1	1	0	0	1
1	0	0	0	0	0	1	0	1	1	1	1	0
0	1	0	0	0	1	0	0	1	1	1	0	1
0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0	0	0	1	1	1	0	0	1
0	0	1	1	0	0	0	0	0	1	1	1	1
0	1	0	1	1	1	1	0	0	1	0	1	1
$35
0	1	1	1	1	0	0	0	1	0	1	1	1
1	0	0	1	1	0	0	1	0	1	1	0	0
0	1	1	0	0	1	1	1	0	0	1	1	0
1	1	1	1	0	1	0	1	1	1	1	1	1
1	1	0	0	0	1	1	1	1	1	1	1	0
1	0	1	0	1	1	1	1	1	1	0	1	1
1	0	0	1	1	0	0	1	1	1	1	0	0
0	1	0	1	1	0	1	1	1	1	0	0	1
0	0	0	0	0	0	0	1	1	1	0	1	0
1	1	0	1	0	1	0	1	0	1	1	0	1
0	0	1	1	0	0	0	0	0	0	1	0	0
1	1	1	0	1	1	1	0	1	0	1	0	0
1	0	1	1	0	0	1	1	1	0	0	0	0
$36
0	1	0	0	0	0	0	0	0	0	0	1	1
1	0	1	1	0	1	1	1	0	1	0	0	0
1	1	0	1	1	1	1	1	0	0	1	1	0
1	0	1	1	1	1	0	1	0	0	0	1	0
1	0	1	0	0	1	0	0	1	1	1	1	1
0	1	0	1	1	0	1	0	1	1	1	0	1
1	1	0	1	0	0	0	1	1	1	0	0	0
1	0	1	0	1	0	1	1	0	0	1	1	0
0	1	0	1	1	1	0	0	0	0	1	1	1
0	1	0	1	1	0	1	1	1	1	1	1	0
1	1	1	0	1	0	1	0	1	0	0	1	1
1	1	0	0	1	0	1	1	0	0	1	1	1
0	1	1	0	1	1	0	1	0	1	1	0	0
$37
1	0	0	1	1	1	0	0	0	0	1	1	1
0	0	0	1	0	1	0	1	1	0	1	1	0
1	0	1	0	0	1	1	0	0	0	1	0	1
1	1	1	1	1	0	1	0	1	0	1	1	1
0	0	0	0	1	1	1	1	1	0	0	1	0
0	0	1	1	1	1	1	1	0	1	1	1	1
0	0	0	0	0	1	0	0	0	0	0	1	0
1	0	0	1	1	1	0	0	1	0	1	1	1
1	1	0	1	0	0	1	1	0	1	0	1	1
0	0	1	1	0	0	0	1	1	0	0	1	0
1	1	1	0	1	1	1	1	0	1	0	0	1
1	0	1	0	1	1	0	1	0	1	0	1	1
1	0	0	1	1	1	1	1	1	0	1	0	0
$38
1	0	1	0	0	0	0	1	0	1	1	1	0
1	0	0	1	0	0	1	1	0	1	0	0	0
1	0	0	0	1	0	0	0	0	0	0	1	1
0	1	0	0	1	1	1	1	1	0	0	1	1
0	0	1	1	1	1	0	0	0	0	0	1	1
0	1	0	1	0	0	1	1	0	0	1	0	1
1	0	1	1	1	1	0	0	0	0	1	0	1
1	0	1	1	1	0	0	1	1	1	0	0	0
1	0	1	1	1	0	1	0	1	1	1	1	1
1	1	0	1	0	0	0	0	1	1	0	1	1
1	1	1	1	1	0	1	1	0	1	1	0	1
0	0	1	0	1	1	1	0	1	1	0	1	0
1	1	0	1	1	0	1	0	1	1	1	1	1
$39
0	1	1	1	1	1	1	1	1	1	0	1	1
1	1	0	1	0	0	1	1	1	0	1	1	1
0	0	0	0	0	0	1	1	1	0	0	0	0
0	1	0	0	1	0	0	1	1	1	1	0	1
0	0	0	0	1	0	0	1	1	0	0	0	0
1	1	0	1	1	1	1	1	1	1	1	0	0
0	0	1	0	1	0	0	0	1	0	0	1	0
0	1	1	0	0	1	0	1	1	1	1	0	1
0	1	1	1	1	1	1	0	1	1	0	0	1
1	0	0	0	0	1	1	1	1	1	1	0	1
0	0	1	1	0	0	0	1	1	0	0	1	1
0	1	0	1	0	0	1	1	1	0	0	1	0
0	0	0	1	0	1	0	1	1	1	1	1	1
$40
0	1	1	0	1	1	1	1	1	1	1	0	1
1	0	1	0	1	0	1	1	1	0	1	0	1
0	0	0	1	1	1	0	0	1	1	1	0	0
0	1	0	1	1	0	0	1	0	0	1	1	0
1	0	1	1	0	1	0	0	1	1	1	0	0
1	0	0	0	1	0	1	1	1	1	0	0	0
0	0	0	0	0	1	1	1	0	0	0	0	1
1	1	1	1	1	0	1	0	1	0	0	0	0
1	1	1	0	1	1	0	0	1	1	1	0	0
0	0	0	1	0	0	0	0	0	1	1	1	1
1	0	1	1	1	0	0	0	0	1	1	0	1
0	1	0	0	1	1	1	0	1	0	1	0	1
1	1	1	1	1	1	0	0	1	1	1	0	1
$41
1	0	0	0	1	0	0	1	1	1	0	0	1
0	0	1	0	1	1	0	0	1	0	1	0	1
1	1	0	0	0	1	1	0	1	0	1	0	0
0	1	1	0	1	1	1	1	0	1	1	0	0
0	1	0	0	1	1	0	0	0	1	0	1	0
0	0	1	0	1	1	1	0	0	0	0	1	0
0	1	1	1	1	0	1	0	0	0	1	0	1
1	0	1	1	0	1	1	0	1	1	1	1	1
0	1	1	1	1	0	0	1	0	1	1	1	1
1	0	1	1	0	1	0	1	0	0	1	1	0
0	1	1	1	1	1	1	0	1	0	1	0	0
0	1	0	1	1	1	1	0	0	1	0	1	0
1	0	1	0	1	0	1	1	0	1	0	0	0
$42
