$1
1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1
1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0
0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0
0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1
1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1
1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1
0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0
1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1
0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1
0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1
$5
0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1
1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0
1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1
0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1
0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1
1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	0
0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1
1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	1	1
1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0
1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1
1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1
1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0
1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1
1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1
0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1
0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1
1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0
$6
0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1
1	0	0	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1
1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1
1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1
1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1
0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0
1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0
1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1
1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1
1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1
0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1
0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1
1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1
0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
1	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0
1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1
$7
1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1
1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0
0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	1
1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1
1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0
1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0
1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1
1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1
0	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1
0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1
1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0
1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1
0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0
1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0
0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1
1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1
1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1
1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1
0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1
$8
1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0
1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0
1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1
1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1
1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0
0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1
1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0
1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1
1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0
0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0
1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0
1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1
1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1
1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0
0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0
1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1
1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	1
0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1
$9
0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0
1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1
1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0
1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1
1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1
1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0
1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1
1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1
1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1
0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1
1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0
1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1
1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1
0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0
1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1
0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1
1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0
1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	0
$10
1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0
1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1
1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0
0	0	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0
1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0
0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1
1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0
0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1
1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0
1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1
1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0
1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1
1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0
1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1
1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0
1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0
1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1
1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1
$11
1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0
0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1
0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1
1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1
1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0
1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1
1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1
1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1
1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0
1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0
1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1
0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0
1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1
0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1
0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0
0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1
1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1
0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1
1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0
$12
0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0
0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1
1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1
0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1
1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1
1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1
1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1
0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1
1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1
1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0
0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1
1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0
1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1
1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1
0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1
1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0
1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0
1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1
$13
1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1
1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0
1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1
1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0
0	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0
1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1
0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1
0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0
1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1
1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0
1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1
0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1
1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0
1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	1
0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1
1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0
$14
1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1
0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1
0	0	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1
1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1
0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1
1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1
0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1
0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1
1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1
0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0
1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1
1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1
0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1
1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1
1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0
0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0
0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0
1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1
$15
1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0
0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1
1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1
1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1
1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1
1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0
1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1
1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0
0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1
0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0
1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1
1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1
0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1
1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1
0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1
1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1
0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1
0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1
$16
0	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1
0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1
1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1
0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0
1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0
1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0
0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1
1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0
0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0
1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1
1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1
1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1
0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1
1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0
1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0
1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0
1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1
$17
0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	0
0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0
1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1
1	1	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1
1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1
1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1
0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1
1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1
0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0
0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1
0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0
1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1
1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1
1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1
0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	1
1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1
1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1
1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1
$18
1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1
0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	1
0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1
0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1
0	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1
1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1
1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1
0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	0
1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1
1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0
1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1
0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0
1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	1	1
1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	0
1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1
0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0
1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1
1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0
$19
1	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0
1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1
1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1
1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1
1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0
0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0
1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1
0	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1
1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1
1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0
1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0
1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0
0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1
1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1
0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0
1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1
1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1
$20
0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	0
1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1
0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0
0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0
1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0
